"Date","Price","Open","High","Low","Vol.","Change %"
"12/23/2013","1,507.49","1,497.31","1,510.09","1,495.22","","0.69%"
"12/20/2013","1,497.23","1,499.17","1,502.86","1,490.98","","-0.05%"
"12/19/2013","1,497.99","1,488.21","1,509.20","1,485.48","","0.75%"
"12/18/2013","1,486.91","1,480.09","1,488.27","1,478.45","","0.51%"
"12/17/2013","1,479.39","1,469.57","1,483.08","1,468.22","","0.62%"
"12/16/2013","1,470.22","1,452.63","1,470.62","1,445.00","","1.20%"
"12/13/2013","1,452.76","1,449.74","1,457.88","1,449.21","","0.21%"
"12/12/2013","1,449.74","1,465.25","1,465.25","1,442.62","","-1.02%"
"12/11/2013","1,464.67","1,464.14","1,470.00","1,451.00","","0.04%"
"12/10/2013","1,464.14","1,465.70","1,471.27","1,459.02","","-0.11%"
"12/09/2013","1,465.70","1,448.67","1,467.20","1,444.94","","1.18%"
"12/06/2013","1,448.67","1,429.25","1,451.05","1,425.31","","1.36%"
"12/05/2013","1,429.25","1,437.77","1,447.44","1,427.88","","-0.70%"
"12/04/2013","1,439.26","1,450.22","1,455.82","1,436.32","","-0.66%"
"12/03/2013","1,448.84","1,473.56","1,473.56","1,441.36","","-1.66%"
"12/02/2013","1,473.26","1,479.32","1,488.97","1,472.55","","-0.41%"
"11/29/2013","1,479.35","1,480.08","1,484.02","1,467.32","","-0.01%"
"11/28/2013","1,479.46","1,475.16","1,487.50","1,475.16","","0.27%"
"11/27/2013","1,475.42","1,484.60","1,489.49","1,473.23","","-0.60%"
"11/26/2013","1,484.37","1,502.89","1,503.70","1,480.39","","-1.20%"
"11/25/2013","1,502.41","1,504.21","1,513.33","1,501.58","","-0.11%"
"11/22/2013","1,504.10","1,494.10","1,506.11","1,492.23","","0.67%"
"11/21/2013","1,494.07","1,506.62","1,506.62","1,489.98","","-0.96%"
"11/20/2013","1,508.52","1,511.16","1,511.16","1,495.03","","-0.18%"
"11/19/2013","1,511.19","1,510.72","1,517.64","1,505.52","","0.04%"
"11/18/2013","1,510.61","1,494.53","1,511.20","1,494.53","","1.13%"
"11/15/2013","1,493.79","1,489.40","1,503.45","1,488.56","","0.19%"
"11/14/2013","1,490.89","1,466.82","1,494.74","1,466.82","","1.64%"
"11/13/2013","1,466.82","1,499.00","1,499.00","1,464.59","","-2.24%"
"11/12/2013","1,500.41","1,485.45","1,500.84","1,481.29","","1.14%"
"11/11/2013","1,483.46","1,488.89","1,496.47","1,482.82","","-0.41%"
"11/08/2013","1,489.55","1,508.61","1,508.61","1,486.51","","-1.31%"
"11/07/2013","1,509.25","1,499.95","1,515.77","1,495.98","","0.62%"
"11/06/2013","1,499.95","1,507.07","1,510.42","1,498.11","","-0.40%"
"11/05/2013","1,505.94","1,515.15","1,521.02","1,505.22","","-0.61%"
"11/01/2013","1,515.15","1,509.58","1,517.25","1,507.58","","0.33%"
"10/31/2013","1,510.21","1,516.00","1,516.00","1,498.39","","-0.38%"
"10/30/2013","1,516.00","1,516.30","1,527.40","1,510.71","","-0.01%"
"10/29/2013","1,516.17","1,511.51","1,521.12","1,506.65","","0.31%"
"10/28/2013","1,511.51","1,504.70","1,520.53","1,503.45","","0.47%"
"10/25/2013","1,504.48","1,501.94","1,507.18","1,493.18","","0.13%"
"10/24/2013","1,502.46","1,506.87","1,510.38","1,497.35","","-0.32%"
"10/23/2013","1,507.26","1,526.40","1,527.10","1,503.88","","-1.41%"
"10/22/2013","1,528.76","1,535.27","1,535.99","1,523.36","","-0.32%"
"10/21/2013","1,533.61","1,535.22","1,538.75","1,526.62","","0.02%"
"10/18/2013","1,533.35","1,512.32","1,537.28","1,512.32","","1.39%"
"10/17/2013","1,512.32","1,531.57","1,536.39","1,505.89","","-1.26%"
"10/16/2013","1,531.57","1,530.17","1,537.08","1,522.75","","-0.01%"
"10/15/2013","1,531.67","1,510.20","1,532.25","1,510.01","","1.42%"
"10/14/2013","1,510.20","1,511.81","1,511.81","1,501.48","","-0.19%"
"10/11/2013","1,513.03","1,516.80","1,524.35","1,507.06","","-0.24%"
"10/10/2013","1,516.73","1,499.22","1,523.22","1,499.22","","1.05%"
"10/09/2013","1,501.01","1,503.44","1,511.79","1,495.13","","-0.27%"
"10/08/2013","1,505.14","1,480.20","1,505.73","1,479.34","","1.68%"
"10/07/2013","1,480.20","1,474.45","1,481.55","1,462.85","","0.41%"
"10/04/2013","1,474.21","1,456.51","1,474.42","1,449.76","","1.22%"
"10/03/2013","1,456.49","1,454.53","1,466.23","1,452.25","","0.15%"
"10/02/2013","1,454.29","1,472.45","1,474.90","1,450.52","","-1.18%"
"10/01/2013","1,471.73","1,462.82","1,472.98","1,460.09","","0.61%"
"09/30/2013","1,462.82","1,472.23","1,474.57","1,453.65","","-0.62%"
"09/27/2013","1,471.89","1,483.99","1,486.59","1,468.35","","-0.89%"
"09/26/2013","1,485.14","1,479.59","1,490.02","1,475.35","","0.38%"
"09/25/2013","1,479.59","1,464.72","1,480.33","1,459.13","","1.02%"
"09/24/2013","1,464.72","1,466.41","1,472.11","1,459.21","","-0.20%"
"09/23/2013","1,467.62","1,476.69","1,478.61","1,463.61","","-0.62%"
"09/20/2013","1,476.73","1,486.49","1,488.50","1,476.07","","-0.70%"
"09/19/2013","1,487.19","1,464.35","1,501.32","1,463.80","","1.52%"
"09/18/2013","1,464.95","1,472.17","1,482.59","1,462.18","","-0.55%"
"09/17/2013","1,473.03","1,470.71","1,474.02","1,461.86","","0.17%"
"09/16/2013","1,470.48","1,441.06","1,470.65","1,438.79","","2.06%"
"09/13/2013","1,440.74","1,450.66","1,451.89","1,434.74","","-0.65%"
"09/12/2013","1,450.23","1,454.21","1,461.20","1,441.58","","-0.27%"
"09/11/2013","1,454.12","1,452.52","1,459.68","1,449.58","","0.04%"
"09/10/2013","1,453.57","1,451.54","1,464.20","1,446.97","","0.14%"
"09/09/2013","1,451.54","1,423.40","1,455.28","1,421.45","","1.98%"
"09/06/2013","1,423.40","1,421.86","1,448.75","1,418.80","","0.07%"
"09/05/2013","1,422.40","1,375.66","1,422.40","1,373.29","","3.40%"
"09/04/2013","1,375.66","1,372.98","1,376.42","1,365.21","","0.13%"
"09/03/2013","1,373.82","1,366.99","1,384.18","1,366.99","","0.46%"
"09/02/2013","1,367.53","1,364.75","1,373.73","1,364.27","","0.21%"
"08/30/2013","1,364.65","1,372.02","1,373.10","1,357.93","","-0.53%"
"08/29/2013","1,371.89","1,369.64","1,380.61","1,366.79","","0.16%"
"08/28/2013","1,369.64","1,374.27","1,375.39","1,355.70","","-0.33%"
"08/27/2013","1,374.21","1,387.21","1,387.21","1,367.56","","-0.93%"
"08/26/2013","1,387.06","1,392.42","1,403.88","1,382.60","","-0.44%"
"08/23/2013","1,393.21","1,397.54","1,401.67","1,392.59","","-0.25%"
"08/22/2013","1,396.65","1,375.49","1,398.47","1,368.06","","1.46%"
"08/21/2013","1,376.60","1,376.82","1,390.29","1,368.06","","-0.05%"
"08/20/2013","1,377.28","1,381.98","1,383.01","1,365.22","","-0.36%"
"08/19/2013","1,382.32","1,380.56","1,384.33","1,368.95","","0.15%"
"08/16/2013","1,380.31","1,392.98","1,396.50","1,372.03","","-0.79%"
"08/15/2013","1,391.37","1,424.17","1,424.17","1,388.81","","-2.28%"
